id,iso3
qvm_154932,qvm
awu_182399,awu
kup_68791,kup
uar_62502,uar
ccl_144710,ccl
lev_87785,lev
swh_219168,swh
vmz_161887,vmz
urd_35914,urd
tuo_105110,tuo
esk_124560,esk
ndx_148162,ndx
tsb_81607,tsb
gum_221294,gum
dry_102235,dry
xns_186345,xns
ywn_54670,ywn
qvm_154839,qvm
guc_176364,guc
dyu_04948,dyu
pan_71785,pan
ron_100749,ron
pmx_129098,pmx
mza_56803,mza
gia_201758,gia
sdr_93970,sdr
bap_169673,bap
tog_25408,tog
eng_211504,eng
ttv_190876,ttv
wod_131991,wod
tcc_147920,tcc
brh_206306,brh
war_103507,war
ewe_215901,ewe
nya_179882,nya
wtm_72145,wtm
kfx_155439,kfx
men_203011,men
ola_155194,ola
ktb_89015,ktb
aly_97574,aly
ptu_21756,ptu
meu_114404,meu
kvu_113540,kvu
fay_159374,fay
pga_167007,pga
kez_95065,kez
snk_209803,snk
bel_51730,bel
mwq_30480,mwq
shb_58439,shb
luo_207404,luo
srr_59067,srr
mkz_53584,mkz
imo_52866,imo
tso_53202,tso
kue_63098,kue
men_60908,men
mwf_35360,mwf
kft_91083,kft
kbp_204199,kbp
mzz_183997,mzz
soq_131820,soq
nii_163771,nii
hav_68963,hav
ybh_106929,ybh
kyv_41471,kyv
the_169590,the
vie_84469,vie
pri_134188,pri
yor_187020,yor
aix_09197,aix
gvo_04231,gvo
xmz_11637,xmz
rml_60435,rml
tsv_28653,tsv
fra_190000,fra
mrh_34077,mrh
ubr_85240,ubr
esu_11104,esu
buz_88036,buz
yue_32824,yue
szg_162060,szg
lsm_95568,lsm
dos_10299,dos
isn_162567,isn
afb_159879,afb
etr_163369,etr
nza_105342,nza
igl_187752,igl
ble_121185,ble
mjt_29829,mjt
mam_78653,mam
nlv_88709,nlv
bfg_31912,bfg
fat_210519,fat
lai_72706,lai
kdj_16821,kdj
lin_36198,lin
kqp_90294,kqp
wbf_210626,wbf
fra_161114,fra
zca_179427,zca
yao_39318,yao
mie_149223,mie
pes_145794,pes
ksj_89021,ksj
rmn_89848,rmn
tlp_110564,tlp
nzb_56119,nzb
srq_216941,srq
bza_01970,bza
mxv_107060,mxv
krf_205492,krf
pci_195362,pci
ban_49267,ban
txq_145173,txq
bhb_166330,bhb
men_83689,men
brg_23082,brg
abt_134066,abt
afr_08358,afr
mhp_166303,mhp
nxq_200900,nxq
spa_131080,spa
csh_42119,csh
nhw_11019,nhw
wnc_174889,wnc
skx_120079,skx
adx_181666,adx
mqh_181051,mqh
uzn_45027,uzn
azj_164040,azj
npy_21101,npy
keu_63416,keu
tpe_46356,tpe
pcg_44577,pcg
csh_198388,csh
gim_57531,gim
bep_97695,bep
sja_62042,sja
dzg_91356,dzg
eng_211576,eng
por_191947,por
mfz_135382,mfz
tcp_52000,tcp
skj_208897,skj
spa_106304,spa
bod_26560,bod
anp_217086,anp
gjn_146108,gjn
<unk>_108484,<unk>
nag_05189,nag
mnk_210849,mnk
Zambia_35566,Zambia
kaa_47502,kaa
pov_171297,pov
tca_13900,tca
bjg_69297,bjg
wnc_174938,wnc
xuu_119560,xuu
mfi_192410,mfi
dka_54569,dka
ebu_195536,ebu
kdh_152629,kdh
lae_156372,lae
fub_214888,fub
dgi_20841,dgi
pmy_165528,pmy
gol_144686,gol
tem_161276,tem
spa_130872,spa
eng_211473,eng
kil_105684,kil
suz_165112,suz
mro_123819,mro
quh_90963,quh
ldi_212452,ldi
hno_63747,hno
faa_153008,faa
lew_173675,lew
kbm_149455,kbm
log_101278,log
ksw_36619,ksw
cfm_129127,cfm
acm_209501,acm
kru_199536,kru
pdu_209365,pdu
tww_121963,tww
mzz_183896,mzz
saq_122607,saq
tke_123125,tke
ngc_34663,ngc
wut_56168,wut
ium_98318,ium
mkd_213518,mkd
cdj_87115,cdj
kwd_172163,kwd
wtm_72058,wtm
gur_43966,gur
xkc_77747,xkc
hin_118384,hin
cfm_145888,cfm
eng_211252,eng
lma_02593,lma
rus_114067,rus
zar_105725,zar
kga_124738,kga
bgg_32588,bgg
aad_107018,aad
mnk_210755,mnk
kue_63144,kue
mwq_30521,mwq
Zambia_35552,Zambia
lin_36204,lin
oki_78875,oki
mkn_111381,mkn
aln_92249,aln
lbq_191395,lbq
awi_25728,awi
xho_176010,xho
swb_54298,swb
tpi_48966,tpi
kuj_205084,kuj
srr_59047,srr
bam_71504,bam
caz_217617,caz
kud_102948,kud
kru_199655,kru
khe_92866,khe
shw_75557,shw
kbr_22052,kbr
dig_160637,dig
pic_169359,pic
maw_171074,maw
cux_02935,cux
dub_34284,dub
zau_214215,zau
npi_30223,npi
apc_57439,apc
rim_215217,rim
sou_41862,sou
tuk_93281,tuk
eng_174144,eng
not_65776,not
mug_213972,mug
sqq_64789,sqq
bam_71406,bam
djo_133391,djo
kfh_157795,kfh
umb_192980,umb
rmy_04273,rmy
mro_73659,mro
trd_18086,trd
byz_09608,byz
mkz_74717,mkz
azz_100076,azz
nps_217074,nps
mlu_219590,mlu
gol_18007,gol
eng_43142,eng
otx_126639,otx
sbd_185605,sbd
mfi_192397,mfi
dik_186217,dik
gnn_208255,gnn
dhd_159124,dhd
fay_159378,fay
kyc_218191,kyc
mpc_37516,mpc
tam_82515,tam
zns_142351,zns
lla_55680,lla
mjc_108709,mjc
kfb_52792,kfb
xkl_208942,xkl
jra_188668,jra
sun_86823,sun
abt_08987,abt
viv_170065,viv
pol_204900,pol
mse_37382,mse
pll_134384,pll
bjn_176765,bjn
arn_82046,arn
fuf_128016,fuf
dby_11792,dby
thl_19616,thl
xdy_203147,xdy
hnj_133961,hnj
tsx_177694,tsx
kji_101747,kji
sna_117840,sna
ces_183216,ces
mtk_80146,mtk
skr_196138,skr
mxb_72272,mxb
mip_37824,mip
log_73412,log
xwl_73474,xwl
bco_70682,bco
mfi_192301,mfi
slk_192071,slk
kqb_103162,kqb
aoi_193395,aoi
spa_131223,spa
dim_219784,dim
djr_190432,djr
vie_217113,vie
wlc_15425,wlc
xon_47916,xon
tgl_13206,tgl
pbb_41600,pbb
nlv_88680,nlv
khm_102548,khm
pga_167091,pga
pht_73078,pht
bqc_168724,bqc
mrr_199214,mrr
csa_104061,csa
bcc_200619,bcc
mym_185301,mym
kgj_00057,kgj
ben_125476,ben
nmi_212779,nmi
gno_76034,gno
kht_217945,kht
eus_64706,eus
huv_179755,huv
npi_12128,npi
pga_166923,pga
mfo_203344,mfo
fuf_128182,fuf
hnj_133979,hnj
tpx_86277,tpx
zkd_34489,zkd
ben_144362,ben
tha_52633,tha
rel_214601,rel
sxb_188213,sxb
yam_12987,yam
ses_166045,ses
pof_31489,pof
mte_76903,mte
pga_166934,pga
gnb_51696,gnb
sld_184532,sld
eng_211552,eng
plt_169017,plt
tvs_00153,tvs
mnk_210808,mnk
ron_100711,ron
jaa_205667,jaa
nas_00771,nas
dyu_208816,dyu
bhz_87440,bhz
fub_162152,fub
bfu_169323,bfu
bgc_133050,bgc
naq_194541,naq
tgl_13103,tgl
wut_115097,wut
ind_186523,ind
fra_161081,fra
ron_100895,ron
tcy_107774,tcy
mya_48486,mya
ifb_31846,ifb
yue_32833,yue
xuu_119498,xuu
lyg_26415,lyg
lpn_174179,lpn
mej_78464,mej
yij_98637,yij
wau_54202,wau
nxq_185058,nxq
azj_164036,azj
haj_129695,haj
pex_110686,pex
mur_206532,mur
kna_01876,kna
ldi_212716,ldi
ssi_157094,ssi
pbu_04096,pbu
orc_50349,orc
pis_143827,pis
kls_136824,kls
amr_125997,amr
crq_102198,crq
itv_102764,itv
enq_217004,enq
vkl_169397,vkl
lbq_191402,lbq
gmb_127459,gmb
srq_216813,srq
nnj_139523,nnj
npi_30067,npi
cat_102785,cat
mro_73642,mro
luc_84729,luc
bwu_201402,bwu
ntj_209043,ntj
uhn_31271,uhn
kit_178881,kit
tic_203129,tic
xkb_132918,xkb
khk_37063,khk
bye_199818,bye
mor_16118,mor
xdy_179207,xdy
sgc_108626,sgc
Zambia_109356,Zambia
bjn_176750,bjn
ort_83166,ort
iii_162122,iii
xkl_44803,xkl
srn_163651,srn
mzb_00031,mzb
nus_02096,nus
bfa_55893,bfa
fij_21389,fij
pbt_54508,pbt
jmr_149063,jmr
bdh_152802,bdh
muk_178989,muk
tvs_00138,tvs
bon_104155,bon
mzp_154570,mzp
shn_219972,shn
mvv_166129,mvv
bee_29631,bee
dgi_20840,dgi
pan_55345,pan
men_202912,men
sbd_185596,sbd
mai_156179,mai
tna_151687,tna
bhi_184275,bhi
yde_47203,yde
bis_61396,bis
age_95048,age
pud_96427,pud
mjz_89722,mjz
ong_64373,ong
lus_161659,lus
tvs_00113,tvs
fra_161110,fra
pmj_74200,pmj
xuu_119486,xuu
suv_110871,suv
ztp_173418,ztp
ttv_190905,ttv
nyy_69624,nyy
snd_07500,snd
kaa_47428,kaa
gjn_146160,gjn
knl_179707,knl
huv_179761,huv
mro_123850,mro
lif_01559,lif
ctd_203491,ctd
dgi_20903,dgi
xkb_132922,xkb
cdr_19502,cdr
knf_147756,knf
eng_173893,eng
ubr_85346,ubr
dww_51244,dww
bfz_135028,bfz
coh_152331,coh
arz_109647,arz
etr_163374,etr
mpx_124953,mpx
twf_151053,twf
dyo_191000,dyo
kxw_70998,kxw
npi_192803,npi
dde_199429,dde
tha_52687,tha
zim_11549,zim
mwf_35403,mwf
xkb_132928,xkb
gvr_29054,gvr
xav_115790,xav
jmr_149083,jmr
unr_151176,unr
djr_190390,djr
tdh_122880,tdh
aly_97627,aly
mkw_180830,mkw
tzm_150781,tzm
frd_194566,frd
tty_157485,tty
sbu_197367,sbu
sna_117697,sna
mjg_05349,mjg
unr_151214,unr
meh_166081,meh
kjl_76794,kjl
snd_184595,snd
swh_219374,swh
crn_202436,crn
eng_174007,eng
rab_39767,rab
aau_118112,aau
kmq_158574,kmq
pes_145813,pes
bku_121684,bku
fon_19814,fon
bel_51706,bel
tha_52765,tha
mwc_128812,mwc
kam_75722,kam
kxz_175734,kxz
mie_149214,mie
dyo_191067,dyo
lis_118205,lis
skg_64267,skg
shk_09531,shk
tke_123235,tke
ums_154286,ums
ztg_96005,ztg
cfa_09676,cfa
all_138870,all
knl_146412,knl
urk_177997,urk
tuc_16650,tuc
tbp_55616,tbp
tel_214795,tel
tzm_150792,tzm
tso_53198,tso
kin_120781,kin
pov_171305,pov
acz_138104,acz
hop_134979,hop
nza_101869,nza
cav_179272,cav
afr_08414,afr
gax_60020,gax
thf_158270,thf
mkw_180878,mkw
kjl_76839,kjl
nij_97768,nij
vmc_204769,vmc
sip_116864,sip
xon_47787,xon
hrv_184476,hrv
kow_157832,kow
sil_81813,sil
tgl_12996,tgl
nst_04997,nst
zul_109993,zul
hii_206390,hii
awi_25685,awi
hts_58541,hts
pri_134236,pri
rmn_78142,rmn
dde_199386,dde
mbh_215568,mbh
jeh_73714,jeh
khe_92896,khe
nmk_201886,nmk
tcx_11362,tcx
sru_155715,sru
pud_97042,pud
acz_138170,acz
xns_186365,xns
kde_46043,kde
tsp_195754,tsp
txu_94274,txu
tem_161252,tem
tur_105012,tur
ymm_40852,ymm
sun_86955,sun
wof_78342,wof
twi_168028,twi
kyb_33786,kyb
twi_167963,twi
fuc_111504,fuc
tca_13960,tca
sou_41635,sou
arz_128564,arz
mya_48510,mya
gmb_163114,gmb
rmt_148434,rmt
mip_37661,mip
mfv_05912,mfv
mco_91585,mco
jav_212277,jav
coh_152419,coh
vmk_05497,vmk
mbi_175072,mbi
lif_14637,lif
bam_71369,bam
spp_114239,spp
anv_19363,anv
oro_105600,oro
zca_179443,zca
ese_117406,ese
cbn_175630,cbn
dnw_59747,dnw
sui_110115,sui
zca_179379,zca
bxh_17208,bxh
tbk_207714,tbk
tsx_177679,tsx
csh_198349,csh
gux_117235,gux
rao_68924,rao
aau_202629,aau
mzm_170232,mzm
mxe_156145,mxe
las_60750,las
ort_83167,ort
wed_190721,wed
bnn_189162,bnn
nmi_212804,nmi
nyf_173091,nyf
dsh_20982,dsh
kel_148329,kel
ewo_80843,ewo
hif_159965,hif
lwg_90836,lwg
eng_88368,eng
duc_14399,duc
twi_167991,twi
pad_199803,pad
srp_10812,srp
csh_198200,csh
kan_60310,kan
bkq_209643,bkq
yue_32954,yue
nos_38744,nos
kin_120856,kin
cux_02921,cux
bcq_116278,bcq
ghr_134832,ghr
guj_127307,guj
wad_88817,wad
mgb_95795,mgb
gur_47088,gur
atd_65571,atd
top_196741,top
kfx_117192,kfx
adi_34003,adi
emk_112039,emk
all_138891,all
dta_181253,dta
viv_169976,viv
kmr_200747,kmr
mui_154506,mui
yal_93713,yal
mhy_203621,mhy
akh_150582,akh
lro_113457,lro
nij_165330,nij
ncr_73944,ncr
tbc_35143,tbc
ary_176921,ary
msc_67698,msc
faa_153010,faa
iba_205717,iba
cnc_86185,cnc
dyo_191155,dyo
pmy_165582,pmy
zca_179445,zca
pmy_165757,pmy
hin_29471,hin
kma_53970,kma
cbo_62727,cbo
zne_108029,zne
bxk_57787,bxk
kyg_20557,kyg
ven_212201,ven
cch_177445,cch
kye_213089,kye
tmc_170105,tmc
nph_220228,nph
hin_29279,hin
jra_188727,jra
ceb_198855,ceb
itd_99210,itd
tca_13841,tca
nst_04998,nst
gng_98746,gng
ena_170674,ena
xte_86346,xte
bgr_15685,bgr
lyn_28661,lyn
mkn_111081,mkn
ubr_85442,ubr
maw_171207,maw
def_183499,def
uth_150662,uth
aiw_111633,aiw
pln_47238,pln
bgr_64027,bgr
tsn_200326,tsn
tnb_201130,tnb
bit_164708,bit
kat_99051,kat
pll_134418,pll
eng_211530,eng
bbr_70243,bbr
urd_35790,urd
sou_41850,sou
maf_23482,maf
xkl_180704,xkl
btm_172916,btm
bbr_70363,bbr
mmm_144392,mmm
dao_215160,dao
ity_187369,ity
pis_143825,pis
zyn_181178,zyn
pab_127189,pab
cfm_112903,cfm
tso_53340,tso
klr_23777,klr
mfz_135401,mfz
kbp_172077,kbp
ven_212077,ven
maa_172017,maa
kwb_97954,kwb
kjl_76632,kjl
hii_206411,hii
byc_45863,byc
cek_135000,cek
ntm_220998,ntm
pes_145690,pes
hyw_83823,hyw
ktz_18916,ktz
agr_170502,agr
lsi_63552,lsi
kru_199553,kru
kej_26440,kej
ttk_103797,ttk
muk_178987,muk
gnn_208203,gnn
kud_102912,kud
emk_214352,emk
luo_104790,luo
kji_101761,kji
ttq_134114,ttq
jaa_154180,jaa
nbc_105611,nbc
xte_86345,xte
gwn_159464,gwn
kls_136875,kls
pah_89084,pah
kbr_22038,kbr
snd_07424,snd
ubr_85180,ubr
wib_143401,wib
pbt_218942,pbt
bqg_101233,bqg
cog_146545,cog
tlr_156426,tlr
gvc_99940,gvc
bcc_200573,bcc
kmj_144532,kmj
ben_125764,ben
hun_96124,hun
khn_67787,khn
sfw_125191,sfw
ory_15994,ory
bda_89056,bda
vaj_98273,vaj
rwr_40082,rwr
nym_14997,nym
ble_121142,ble
nym_15121,nym
ita_40962,ita
<unk>_182932,<unk>
lva_124477,lva
kqp_90170,kqp
trn_141639,trn
tts_13548,tts
kfk_149371,kfk
lro_113478,lro
jra_104200,jra
kwn_10529,kwn
yml_83978,yml
bge_119011,bge
nso_217425,nso
cul_164498,cul
txu_94194,txu
kfb_197384,kfb
guj_175787,guj
kvf_179510,kvf
gun_202278,gun
bis_61191,bis
dug_158724,dug
mwc_128940,mwc
zpj_160089,zpj
nba_08722,nba
vmc_204727,vmc
esi_63369,esi
hvn_153592,hvn
ukw_95887,ukw
pib_45819,pib
bvc_73173,bvc
ind_186634,ind
mdt_197223,mdt
krr_208426,krr
hye_218145,hye
gup_208000,gup
gnn_208308,gnn
yml_83894,yml
aoz_79018,aoz
xog_155144,xog
ind_186659,ind
kyg_20588,kyg
snd_07503,snd
srq_216778,srq
awi_25729,awi
ind_186483,ind
nas_00534,nas
atp_55811,atp
mgh_65147,mgh
sdr_93807,sdr
nij_151046,nij
ind_186883,ind
ngl_146966,ngl
sea_102015,sea
run_104611,run
anu_130522,anu
xsm_220447,xsm
xky_66594,xky
pbo_106597,pbo
knl_179704,knl
jms_217743,jms
kqs_200010,kqs
kib_20909,kib
kqp_90179,kqp
pua_101179,pua
bim_201593,bim
vrs_124502,vrs
deh_58406,deh
tqo_96344,tqo
luo_207236,luo
gup_208114,gup
skj_208917,skj
phl_205545,phl
azb_116433,azb
twi_167765,twi
ssy_16325,ssy
pbt_54534,pbt
djr_190497,djr
gau_104694,gau
iba_79242,iba
taz_14039,taz
dww_51190,dww
mwt_221488,mwt
tcu_147218,tcu
sce_80269,sce
yka_215492,yka
itv_102756,itv
kor_85639,kor
twm_129891,twm
soq_131914,soq
lpn_174174,lpn
gun_202303,gun
rgu_105967,rgu
pll_134410,pll
orc_50175,orc
gri_211893,gri
aix_09229,aix
gno_76063,gno
kls_136775,kls
tpi_48822,tpi
sil_25935,sil
jav_147160,jav
bim_201615,bim
mdt_197217,mdt
mhw_22913,mhw
gaz_59277,gaz
gjn_146059,gjn
uar_62447,uar
las_60751,las
kqp_90184,kqp
mpd_182648,mpd
tkt_79161,tkt
swh_219064,swh
gom_155374,gom
plg_169366,plg
oub_71085,oub
lao_10050,lao
tet_202576,tet
ptu_70394,ptu
aap_153343,aap
esg_05382,esg
pud_97033,pud
wme_140027,wme
wbp_109147,wbp
mrd_118879,mrd
kfk_149357,kfk
tpi_48800,tpi
otd_218530,otd
bxk_12419,bxk
swp_137639,swp
coh_152459,coh
tcc_147988,tcc
etr_163376,etr
rus_114020,rus
klo_177487,klo
lic_119226,lic
mfv_05969,mfv
dri_91074,dri
mjw_175361,mjw
nfr_118269,nfr
bwu_201452,bwu
spa_130992,spa
zcd_106688,zcd
kql_02404,kql
mvf_182210,mvf
ywn_54675,ywn
yiz_12365,yiz
zul_109841,zul
bjx_103288,bjx
eng_194421,eng
cdj_87175,cdj
ruk_80381,ruk
gle_133550,gle
mfz_135424,mfz
kmh_151127,kmh
kue_63131,kue
umb_192954,umb
mni_22181,mni
toq_07098,toq
yor_187074,yor
jmx_16520,jmx
bod_66795,bod
slk_192148,slk
grt_180289,grt
ebu_195433,ebu
pck_217239,pck
kue_63205,kue
urt_26520,urt
mco_91590,mco
mfv_05937,mfv
ind_186847,ind
nyf_173225,nyf
tha_52539,tha
adz_12148,adz
bkx_152206,bkx
yaa_04637,yaa
zca_179463,zca
zpx_40037,zpx
plt_169072,plt
agw_218057,agw
quh_19008,quh
tso_53248,tso
dre_141968,dre
tem_161243,tem
swc_186064,swc
eng_42990,eng
men_60830,men
xes_36925,xes
asc_121341,asc
olu_33101,olu
btt_111028,btt
yuf_104429,yuf
srp_10645,srp
acd_117300,acd
kam_75997,kam
mwq_30615,mwq
phl_205543,phl
soa_53833,soa
guj_188975,guj
nya_70013,nya
hts_58563,hts
tum_32290,tum
grt_74991,grt
dob_98467,dob
ayg_72503,ayg
zlm_148289,zlm
bxk_57752,bxk
ktm_149116,ktm
xte_90998,xte
twm_129840,twm
yao_39220,yao
acn_217214,acn
gah_106788,gah
swk_126375,swk
lit_96598,lit
xem_10446,xem
clt_202776,clt
saq_122547,saq
mai_122280,mai
nhr_144927,nhr
xuu_119442,xuu
soe_164854,soe
tro_59416,tro
ldg_106845,ldg
pci_195341,pci
dot_118364,dot
kbp_55008,kbp
shn_219939,shn
guc_176505,guc
ria_74068,ria
zac_16039,zac
ngl_147055,ngl
pcw_205856,pcw
lif_01466,lif
cdh_13806,cdh
fuv_33890,fuv
bja_68719,bja
arb_170353,arb
mni_148937,mni
pkb_22274,pkb
aln_92070,aln
her_23333,her
ctd_203472,ctd
tdg_142121,tdg
mzz_184015,mzz
vmk_05494,vmk
kno_82828,kno
lao_10067,lao
hut_149969,hut
cko_69352,cko
nij_97799,nij
aks_77810,aks
rgs_160346,rgs
lgr_130722,lgr
wed_09332,wed
mip_37608,mip
btt_111048,btt
nao_119733,nao
qvw_196442,qvw
amh_03572,amh
lhp_161830,lhp
sun_86872,sun
tuk_93155,tuk
acn_217218,acn
kru_78696,kru
bmf_124396,bmf
cmn_178431,cmn
arh_128460,arh
kjl_76699,kjl
are_99650,are
ibd_12649,ibd
djr_190342,djr
dks_66003,dks
ddg_72252,ddg
mfb_24937,mfb
kjc_01067,kjc
gom_155360,gom
ame_57228,ame
snc_205347,snc
mgh_65206,mgh
trp_163432,trp
bqh_137168,bqh
pht_45481,pht
emk_111897,emk
bcc_200608,bcc
kam_75753,kam
tsv_28651,tsv
dao_23955,dao
bru_02242,bru
thf_158089,thf
ium_114808,ium
arg_147643,arg
tem_161229,tem
yao_39452,yao
mjc_108744,mjc
nbe_146304,nbe
xla_22577,xla
dcc_116890,dcc
xdy_203179,xdy
bgp_81133,bgp
apd_137371,apd
bod_66814,bod
xkl_104324,xkl
kvj_73144,kvj
abz_70144,abz
npi_19937,npi
kap_218953,kap
tlr_180127,tlr
ind_186749,ind
tyz_129493,tyz
mya_48481,mya
kye_212971,kye
uth_150711,uth
sif_83265,sif
mwn_06625,mwn
gnk_182864,gnk
run_104576,run
kam_75829,kam
zne_107933,zne
cua_36762,cua
ola_155190,ola
gvc_99821,gvc
wuv_149142,wuv
agw_218026,agw
bjg_69148,bjg
jav_212314,jav
pbo_106559,pbo
esi_63340,esi
bhw_55598,bhw
acq_206187,acq
jaa_154204,jaa
shm_168271,shm
sbx_38719,sbx
akh_150507,akh
nyf_173084,nyf
nbe_146267,nbe
noe_101949,noe
uzn_45240,uzn
viv_169863,viv
cjv_101062,cjv
kel_148424,kel
acz_138054,acz
fuf_94723,fuf
jmx_16346,jmx
tam_82298,tam
mks_163726,mks
wog_204019,wog
kye_212937,kye
tis_177742,tis
adn_187179,adn
zlm_142411,zlm
zns_142341,zns
zab_118758,zab
tqo_96393,tqo
wof_78276,wof
emp_89196,emp
sol_120424,sol
muz_135973,muz
qvw_196490,qvw
pbt_54516,pbt
bgz_176295,bgz
scg_95895,scg
bhi_184297,bhi
dty_66523,dty
kps_15202,kps
acq_210304,acq
ben_125865,ben
ssw_147118,ssw
wod_132169,wod
tnv_141004,tnv
eng_88442,eng
fra_190070,fra
hoj_206434,hoj
hau_136358,hau
bom_12163,bom
wut_115086,wut
spn_25173,spn
bwd_91276,bwd
qvw_196487,qvw
tso_53392,tso
dip_214654,dip
bmk_123586,bmk
kqf_127843,kqf
wod_132031,wod
yal_93658,yal
bxk_57584,bxk
trq_82110,trq
spa_106411,spa
byn_45807,byn
rol_153223,rol
orc_128323,orc
nlk_177231,nlk
not_65803,not
sgb_14101,sgb
the_94796,the
ldi_212630,ldi
klz_29757,klz
rus_113731,rus
ldi_212549,ldi
ksg_194071,ksg
brh_206295,brh
zsm_100220,zsm
yue_33010,yue
por_191820,por
snd_184597,snd
jmx_16518,jmx
sbd_185459,sbd
oki_78901,oki
lln_145059,lln
icr_48583,icr
soq_131681,soq
tam_82435,tam
cjo_93489,cjo
san_152076,san
trp_163556,trp
diu_216659,diu
yor_187019,yor
cco_26706,cco
aca_168404,aca
adq_58483,adq
xog_155014,xog
ind_186547,ind
cfa_09680,cfa
ccg_91546,ccg
ksw_36408,ksw
nim_38142,nim
tro_59510,tro
puu_114842,puu
nmi_212769,nmi
gaz_59153,gaz
tix_161500,tix
toq_07162,toq
kfb_52798,kfb
ese_117400,ese
haj_196925,haj
sil_81950,sil
slr_12091,slr
aqg_123812,aqg
arb_74748,arb
knx_45435,knx
sru_155594,sru
suk_157643,suk
ewe_03228,ewe
gjk_22359,gjk
nes_08870,nes
ubr_85410,ubr
bdu_106954,bdu
nnm_156333,nnm
cpx_220283,cpx
akh_150401,akh
<unk>_103778,<unk>
ewe_03265,ewe
pap_65071,pap
ada_50959,ada
gur_43854,gur
hld_03323,hld
thf_157871,thf
kqf_127895,kqf
anf_214196,anf
bdi_79588,bdi
jra_104206,jra
xem_10418,xem
slk_192113,slk
zar_92623,zar
tam_82401,tam
knk_146826,knk
lwo_172398,lwo
fat_210552,fat
ghr_134841,ghr
ghn_121414,ghn
por_95414,por
kgy_173594,kgy
ben_125577,ben
lao_85127,lao
ukr_24173,ukr
spa_131014,spa
guk_197778,guk
zpa_45741,zpa
kpr_68675,kpr
men_202833,men
jaa_205644,jaa
gax_60000,gax
bzy_176845,bzy
pri_134234,pri
bqc_168749,bqc
ghe_37374,ghe
sgb_14135,sgb
bis_61273,bis
knc_201039,knc
clt_202792,clt
thf_157851,thf
spa_130976,spa
sol_120419,sol
mya_48567,mya
fuh_133241,fuh
kfh_157803,kfh
sif_83271,sif
asc_121339,asc
bug_109246,bug
sbe_167409,sbe
rah_55433,rah
arq_05775,arq
tuk_93145,tuk
xdy_18416,xdy
xon_47779,xon
ahk_18691,ahk
kel_148373,kel
asc_201265,asc
nlg_163911,nlg
cja_97122,cja
tdx_113171,tdx
apt_63477,apt
nbn_156272,nbn
avd_210911,avd
rwr_40120,rwr
sbu_197348,sbu
wsi_207065,wsi
wmw_115564,wmw
tuk_93214,tuk
byc_45866,byc
tth_116170,tth
dje_77546,dje
wmd_179173,wmd
mkg_04942,mkg
soq_131358,soq
sda_57333,sda
lhm_154098,lhm
swp_137572,swp
guc_176551,guc
mim_18439,mim
thq_46418,thq
ghr_134701,ghr
urd_35664,urd
bgr_63975,bgr
fuc_111446,fuc
beo_210175,beo
nas_00520,nas
mya_165397,mya
knp_65371,knp
qwa_110319,qwa
pmi_149544,pmi
aca_168400,aca
nst_45598,nst
haj_129754,haj
mix_02457,mix
xri_117030,xri
sun_86873,sun
<unk>_144521,<unk>
pga_167118,pga
kff_120019,kff
urt_26482,urt
dbi_89474,dbi
czt_39172,czt
ces_183217,ces
lif_01503,lif
nwi_209360,nwi
bkx_152256,bkx
eng_211551,eng
pbo_106454,pbo
cfm_220790,cfm
grt_115253,grt
tcc_148116,tcc
bfa_127384,bfa
huv_179749,huv
lue_166644,lue
geb_133688,geb
hin_110651,hin
kdh_174279,kdh
aix_101388,aix
wod_132004,wod
kbr_22150,kbr
pbb_168162,pbb
kls_136694,kls
kru_199506,kru
akh_150480,akh
lao_10069,lao
jaa_205654,jaa
eyo_91866,eyo
mkn_111264,mkn
eng_42956,eng
tbz_26864,tbz
mho_104046,mho
ssw_54712,ssw
tuk_93250,tuk
ttj_193664,ttj
tvs_00169,tvs
mfa_08108,mfa
kvr_33132,kvr
<unk>_182988,<unk>
mzj_157012,mzj
arg_147611,arg
bns_219692,bns
mve_140475,mve
yao_39253,yao
wnc_175018,wnc
guc_176387,guc
ble_121076,ble
awu_18934,awu
xkj_220964,xkj
awu_155985,awu
kpk_26741,kpk
gbo_104828,gbo
<unk>_55147,<unk>
dyo_120232,dyo
lwg_90894,lwg
sba_105467,sba
mup_183611,mup
men_60946,men
xmz_83618,xmz
skr_141222,skr
mlm_80666,mlm
kml_97891,kml
her_23459,her
bdu_106942,bdu
lva_124466,lva
bvc_73335,bvc
cvg_86741,cvg
bjg_69309,bjg
max_187141,max
snd_07307,snd
jav_83439,jav
npl_112417,npl
tww_121946,tww
tke_123176,tke
bde_142045,bde
tog_25485,tog
jmx_16439,jmx
zaf_02068,zaf
zpz_83306,zpz
kwn_10533,kwn
kud_102854,kud
gng_98739,gng
tha_52759,tha
gax_59965,gax
isn_162487,isn
lbf_19549,lbf
myh_47211,myh
als_06528,als
akw_112619,akw
min_156536,min
mni_148866,mni
dsh_20928,dsh
bis_61246,bis
bcy_45944,bcy
sgp_33738,sgp
khw_46673,khw
gud_135552,gud
dos_139400,dos
ong_64392,ong
ndo_26333,ndo
mai_206841,mai
hea_202822,hea
uya_171582,uya
bru_02233,bru
deu_71205,deu
dos_73946,dos
twi_167955,twi
roo_107350,roo
ybl_142135,ybl
cmn_163265,cmn
xky_44504,xky
kye_213091,kye
pnz_192017,pnz
mip_37680,mip
mui_66442,mui
yue_32748,yue
