utt_id,maya,spanish,spk_id,start,end
Nd26k5DZfRk_0012,taalech maan,viniste de compras,spk_001,00:01:38.750,00:01:40.950
Nd26k5DZfRk_0013,taal koonol,vino a vender,spk_001,00:01:45.350,00:01:47.650
Nd26k5DZfRk_0014,taalo'on xíimbal,venimos de paseo,spk_001,00:01:52.950,00:01:54.800
Nd26k5DZfRk_0015,k'íimbila',kimbilá,spk_001,00:01:54.800,00:01:55.950
Nd26k5DZfRk_0016,taalo'one'ex xíimbal,venimos de paseo,spk_006,00:01:56.950,00:01:58.760
Nd26k5DZfRk_0017,k'íimbila',venimos de paseo,spk_006,00:01:58.720,00:01:59.750
Nd26k5DZfRk_0018,taale'ex maan íitsmal,venimos de paseo,spk_006,00:02:07.999,00:02:10.649
Nd26k5DZfRk_0019,taalo'ob koonol jo',ellos vinieron a vender a mérida,spk_006,00:02:15.550,00:02:17.950
Nd26k5DZfRk_0020,taalen in xíimbalt,vine a visitar,spk_006,00:02:23.350,00:02:24.870
Nd26k5DZfRk_0021,in chiich x máaj kaas,a mi abuela casimira,spk_006,00:02:24.880,00:02:27.150
Nd26k5DZfRk_0022,taalech a xíimbalt,vine a visitar,spk_006,00:02:29.500,00:02:31.150
Nd26k5DZfRk_0023,a láak'alal,a tus familiares,spk_006,00:02:31.150,00:02:32.550
Nd26k5DZfRk_0024,taal u xíimbalt,vino a visitar,spk_001,00:02:37.350,00:02:38.880
Nd26k5DZfRk_0025,u taata,a su papá,spk_001,00:02:38.880,00:02:39.650
Nd26k5DZfRk_0026,j beenoe',benito,spk_001,00:02:53.000,00:02:55.050
Nd26k5DZfRk_0027,taal u xíimbalt,vino a visitar,spk_001,00:02:54.600,00:02:56.000
Nd26k5DZfRk_0028,u kiik x tere,a su hermana teresa,spk_001,00:02:56.000,00:02:57.950
Nd26k5DZfRk_0029,taalo'on k xíimbalt,vinimos a visitar,spk_001,00:03:05.750,00:03:07.210
Nd26k5DZfRk_0030,a suku'un j beeto,a tu hermano alberto,spk_001,00:03:07.190,00:03:08.950
Nd26k5DZfRk_0031,taalo'on k xíimbalte'ex,vinimos a visitar,spk_001,00:03:14.950,00:03:17.010
Nd26k5DZfRk_0032,a suku'un j beeto,a tu hermano alberto,spk_001,00:03:16.950,00:03:18.850
Nd26k5DZfRk_0033,taalo'ob u xíimbalt,ellos vinieron a visitar,spk_001,00:03:36.850,00:03:38.850
Nd26k5DZfRk_0034,in wíits'in x biicha,a mi hermanita victoria,spk_001,00:03:38.850,00:03:40.850
M7uHw6gbksI_0000,tin wilaj jmaas,vi a marcelo,spk_006,00:00:37.500,00:00:40.350
M7uHw6gbksI_0001,ta wilaj xpiil,viste a felipa,spk_006,00:00:42.150,00:00:44.450
M7uHw6gbksI_0002,tsikbalnajen jun súutuk',platiqué un rato,spk_006,00:02:19.800,00:02:22.650
TMo-drqtxM_0000,bix a beel,¿cómo estás?,spk_001,00:00:27.030,00:00:28.660
TMo-drqtxM_0001,bix u beel a kiik,¿cómo está tu hermana?,spk_001,00:00:31.200,00:00:33.650
TMo-drqtxM_0002,bix a beele'ex,¿cómo están ustedes?,spk_006,00:00:39.600,00:00:41.850
TMo-drqtxM_0003,bix u beelo'ob,¿cómo están ellos?,spk_006,00:00:48.750,00:00:50.700
TMo-drqtxM_0004,ki'imak in wóol in wilikech,Me da mucho gusto verte,spk_006,00:00:54.750,00:00:57.350
TMo-drqtxM_0005,ki'imak in wóol in wilike'ex,Me da gusto verles,spk_006,00:01:01.950,00:01:04.750
TMo-drqtxM_0006,tu'ux ka bin,¿a dónde vas?,spk_006,00:01:06.300,00:01:08.100
TMo-drqtxM_0007,tu'ux ku bin a wíits'in,¿a dónde va tu hermanito?,spk_001,00:01:15.150,00:01:17.500
TMo-drqtxM_0008,tu'ux ka bine'ex,¿a dónde van ustedes?,spk_001,00:01:22.200,00:01:24.350
TMo-drqtxM_0009,tu'ux ku bino'ob,¿a dónde van ellos?,spk_001,00:01:26.300,00:01:28.250
TMo-drqtxM_0010,táan in bin meyaj,estoy yendo a trabajar,spk_001,00:01:33.550,00:01:35.650
TMo-drqtxM_0011,táan a bin páak,estoy yendo a chapear,spk_001,00:01:43.100,00:01:45.450
TMo-drqtxM_0012,táan u bin juuch' xmeech,mercedes está yendo a moler,spk_006,00:01:51.400,00:01:54.150
TMo-drqtxM_0013,táan k bin xíimbal,estamos yendo a pasear,spk_006,00:02:05.550,00:02:07.950
TMo-drqtxM_0014,táan k bine'ex cha'an,nosotros y ustedes estamos yendo a ver el espectáculo,spk_006,00:02:22.300,00:02:24.750
TMo-drqtxM_0015,táan a bine'ex ts'oon,están yendo a cazar ustedes,spk_001,00:02:26.250,00:02:28.950
TMo-drqtxM_0016,táan u bino'ob si',están yendo a leñar,spk_001,00:02:46.650,00:02:48.750
TMo-drqtxM_0017,táan in wáalkab,estoy corriendo,spk_001,00:03:03.400,00:03:05.400
TMo-drqtxM_0018,táan a wáalkab,estas corriendo,spk_006,00:03:10.300,00:03:12.350
TMo-drqtxM_0019,táan k áalkab,estamos corriendo,spk_006,00:03:21.050,00:03:23.150
TMo-drqtxM_0020,táan k áalkabe'ex,nosotros y ustedes estamos corriendo,spk_006,00:03:35.650,00:03:38.150
TMo-drqtxM_0021,táan a wáalkabe'ex,ustedes están corriendo,spk_001,00:03:45.150,00:03:47.750
MEix2spzlkc_0000,bix a beel,¿cómo estás?,spk_007,00:00:30.670,00:00:31.350
MEix2spzlkc_0001,jach ma'alob,muy bien,spk_007,00:02:07.500,00:02:09.350
MEix2spzlkc_0002,ma'alob,bien,spk_007,00:02:09.850,00:02:11.550
MEix2spzlkc_0003,chan ma'alob,mas o menos,spk_007,00:02:11.750,00:02:13.650
MEix2spzlkc_0004,ma' ma'alobi',mal,spk_007,00:02:13.550,00:02:15.750
MEix2spzlkc_0005,bix anikech,¿cómo estás físicamente?,spk_007,00:02:18.100,00:02:19.350
MEix2spzlkc_0006,tooj in wóol,con sald,spk_007,00:02:29.850,00:02:31.550
MEix2spzlkc_0007,k'oja'anen,estoy enfermo,spk_007,00:02:48.350,00:02:49.650
MEix2spzlkc_0008,yaaj in pool,me duele la cabeza,spk_007,00:03:02.050,00:03:03.750
MEix2spzlkc_0009,yaaj in naak',me duele la barriga,spk_007,00:03:04.950,00:03:06.750
MEix2spzlkc_0010,táan in chokwil,tengo calentura,spk_007,00:03:08.250,00:03:10.450
MEix2spzlkc_0011,yanten se'en,tengo gripa,spk_007,00:03:11.950,00:03:13.350
MEix2spzlkc_0012,bix a wanil,¿cómo estás? (estado de ánimo),spk_007,00:03:16.960,00:03:17.660
MEix2spzlkc_0013,luba'an in wóol,estoy triste,spk_007,00:03:21.650,00:03:23.450
MEix2spzlkc_0014,ki'imak,estoy,spk_007,00:03:25.350,00:03:26.650
MEix2spzlkc_0015,in wóol,triste,spk_007,00:03:26.400,00:03:27.850
MEix2spzlkc_0016,k'uuxen,estoy triste,spk_007,00:03:30.200,00:03:31.850
MEix2spzlkc_0017,ts'íiken,estoy triste,spk_007,00:03:31.750,00:03:33.750
MEix2spzlkc_0018,p'u'ujane,estoy triste,spk_007,00:03:33.300,00:03:35.250
MEix2spzlkc_0019,ba'ax tun,¿qué hay?,spk_007,00:03:52.790,00:03:53.650
MEix2spzlkc_0020,chen beya',¿qué hay?,spk_007,00:03:59.020,00:04:00.050
MEix2spzlkc_0021,chen mixba'al,¿qué hay?,spk_007,00:04:01.600,00:04:02.650
MEix2spzlkc_0022,ma'alob,bueno,spk_007,00:04:20.160,00:04:20.849
MEix2spzlkc_0023,kanáantabaj,cuídate,spk_007,00:04:24.780,00:04:25.750
MEix2spzlkc_0024,tak samal,hasta mañana,spk_007,00:04:35.230,00:04:36.050
MEix2spzlkc_0025,tak tuláak' k'iin,hasta otro día,spk_007,00:04:41.770,00:04:42.940
MEix2spzlkc_0026,tak ka'akat,hasta al rato,spk_007,00:04:44.150,00:04:45.750
MEix2spzlkc_0027,xi'iktech uts,que te vaya bien,spk_007,00:05:12.130,00:05:13.200
ydoApQfbGiA_0000,jkaline' ku k'ajóoltik j saan,,spk_001,00:00:22.450,00:00:25.150
ydoApQfbGiA_0001,le tsikbala' ku yúuchul tu kaajil k'íimbila',,spk_008,00:00:26.850,00:00:31.150
ydoApQfbGiA_0002,jkaline' tia'an te'e kaaja',,spk_008,00:00:33.850,00:00:36.150
ydoApQfbGiA_0003,ba'ale' chéen u láak'al u k'ajóol tumeen leti'e' íitsmalil,,spk_008,00:00:38.550,00:00:42.150
ydoApQfbGiA_0004,ts'o'okole' jo' kajabal,,spk_008,00:00:44.850,00:00:47.150
ydoApQfbGiA_0005,ikil taalja'an u xíimbalt u chiiche',,spk_008,00:00:49.850,00:00:52.150
ydoApQfbGiA_0006,ku jóok'ol k'íiwik utia'al u k'ajóolt láak' máako'ob,,spk_008,00:00:53.850,00:00:58.150
ydoApQfbGiA_0007,bix túun a k'aaba' beya' xi'ipal,,spk_009,00:00:59.850,00:01:02.150
ydoApQfbGiA_0008,jsaan in k'aaba' kux túun tech,,spk_010,00:01:03.850,00:01:07.150
ydoApQfbGiA_0009,tene' j kalin,,spk_009,00:01:09.450,00:01:11.150
ydoApQfbGiA_0010,jach ki'imak in wóol in k'ajóoltikech,,spk_010,00:01:12.850,00:01:16.150
ydoApQfbGiA_0011,bey xan teen weyilech wáe',,spk_009,00:01:17.850,00:01:21.150
ydoApQfbGiA_0012,jaaj weyilene',,spk_010,00:01:22.850,00:01:24.650
ydoApQfbGiA_0013,kux túun teech tu'uxilech,,spk_010,00:01:24.850,00:01:26.450
ydoApQfbGiA_0014,tene' íitsmalilen chéen ba'ale' jo' kaja'anen,,spk_009,00:01:28.850,00:01:33.150
ydoApQfbGiA_0015,chéen wáa taalja'anech xíimbal wey kaaje',,spk_010,00:01:34.850,00:01:38.150
ydoApQfbGiA_0016,jaaj beyo' taalen in xíimbal in chiich x máaj kooncha,,spk_009,00:01:40.650,00:01:45.450
ydoApQfbGiA_0017,a chiich wáa le xmáaj koonchao',,spk_010,00:01:48.550,00:01:50.150
ydoApQfbGiA_0018,leti' a k'aj óol wáa,,spk_009,00:01:52.850,00:01:55.150
ydoApQfbGiA_0019,in k'aj óol,,spk_010,00:01:57.250,00:01:58.250
ydoApQfbGiA_0020,ba'ale' ma' in wojel ka'ach wáa yaan juntúul u yáabil íitsmalili',,spk_010,00:01:58.350,00:02:02.150
ydoApQfbGiA_0021,"yaan, tene' in taatae' don j poonso",,spk_009,00:02:05.650,00:02:09.150
ydoApQfbGiA_0022,leti'e' ma' in k'aj óoli',,spk_010,00:02:11.850,00:02:13.150
ydoApQfbGiA_0023,úuch wáa xí'ik kajtal te'e íitsmalo',,spk_010,00:02:13.150,00:02:16.150
ydoApQfbGiA_0024,ts'o'ok u yaantal k'iin,,spk_009,00:02:17.850,00:02:19.850
ydoApQfbGiA_0025,ma'alob túun,,spk_009,00:02:19.850,00:02:21.150
ydoApQfbGiA_0026,pa'atik in bin in wil in chiich,,spk_009,00:02:23.850,00:02:26.150
ydoApQfbGiA_0027,táan u chúunk'intal ten,,spk_009,00:02:25.850,00:02:28.150
ydoApQfbGiA_0028,ma'alob xi'ik tech utsil tu jeel k'iine' k ka'tsikbal,,spk_010,00:02:30.850,00:02:35.150
ydoApQfbGiA_0029,ma'alob tak ka'ate',,spk_009,00:02:37.850,00:02:40.150
UcvKB8DFzjQ_0000,ba'ax meyajil ka beetik,,spk_001,00:00:35.850,00:00:38.350
UcvKB8DFzjQ_0001,ba'ax meyajil ku beetik a wíicham,,spk_001,00:00:42.850,00:00:46.150
UcvKB8DFzjQ_0002,ba'ax meyajil ku beetik u yíicham a kiik,,spk_006,00:00:52.650,00:00:56.150
UcvKB8DFzjQ_0003,ba'ax meyajil ka beetike'ex,,spk_006,00:01:02.850,00:01:06.150
UcvKB8DFzjQ_0004,ba'ax meyajil ku beetiko'oba,,spk_006,00:01:10.850,00:01:13.850
UcvKB8DFzjQ_0005,kin koonol,,spk_006,00:01:21.150,00:01:22.550
UcvKB8DFzjQ_0006,ka koonol,,spk_006,00:01:24.350,00:01:25.650
UcvKB8DFzjQ_0007,ku koonol,,spk_001,00:01:28.850,00:01:31.150
UcvKB8DFzjQ_0008,jsiile' ku koonol,,spk_001,00:01:34.850,00:01:37.150
UcvKB8DFzjQ_0009,xmeelae' ku koonol,,spk_001,00:01:42.850,00:01:46.150
UcvKB8DFzjQ_0010,k koonol,,spk_001,00:01:50.850,00:01:53.150
UcvKB8DFzjQ_0011,xsees yéetel tene' k koonol,,spk_001,00:01:56.850,00:02:00.150
UcvKB8DFzjQ_0012,k koonele'ex,,spk_006,00:02:05.850,00:02:08.150
UcvKB8DFzjQ_0013,ka koonele'ex,,spk_006,00:02:12.850,00:02:15.150
UcvKB8DFzjQ_0014,jmuuyo yéetel teche' ka koonole'ex,,spk_006,00:02:19.850,00:02:24.150
UcvKB8DFzjQ_0015,ku konolo'ob,,spk_006,00:02:29.850,00:02:32.150
UcvKB8DFzjQ_0016,xteere yéetel xseelae' ku konolo'ob,,spk_006,00:02:35.850,00:02:39.850
UcvKB8DFzjQ_0017,jseeb yéetel jbaase' ku konolo'ob,,spk_001,00:02:44.850,00:02:50.150
UcvKB8DFzjQ_0018,ba'ax ka juch'ik,,spk_001,00:02:55.850,00:02:57.550
UcvKB8DFzjQ_0019,ba'ax ku xokik,,spk_001,00:03:02.350,00:03:04.350
UcvKB8DFzjQ_0020,ba'ax ku ts'onik a ja'an,,spk_001,00:03:08.550,00:03:10.650
UcvKB8DFzjQ_0021,ba'ax ka jaantike'ex,,spk_001,00:03:13.850,00:03:16.150
UcvKB8DFzjQ_0022,ba'ax ku tukliko'ob,,spk_006,00:03:21.050,00:03:23.150
UcvKB8DFzjQ_0023,kin konik iik,,spk_006,00:03:28.650,00:03:30.650
UcvKB8DFzjQ_0024,ka konik báaxal,,spk_006,00:03:35.350,00:03:37.350
UcvKB8DFzjQ_0025,ku konik kij,,spk_006,00:03:41.450,00:03:43.150
UcvKB8DFzjQ_0026,jsiile' ku konik bu'ul,,spk_006,00:03:46.850,00:03:50.150
UcvKB8DFzjQ_0027,xmeelae' ku konik tuk',,spk_001,00:03:55.150,00:03:58.050
UcvKB8DFzjQ_0028,k konik iis,,spk_001,00:04:02.850,00:04:05.150
UcvKB8DFzjQ_0029,xsees yéetel tene' k konik ch'ujuk waaj,,spk_001,00:04:08.850,00:04:13.150
UcvKB8DFzjQ_0030,k konike'ex nook',,spk_001,00:04:19.350,00:04:22.150
UcvKB8DFzjQ_0031,ka konike'ex ki'iwaj,,spk_001,00:04:25.850,00:04:28.550
UcvKB8DFzjQ_0032,jmuuyo yéetel teche' ka konike'ex u bak'el kéej,,spk_006,00:04:32.850,00:04:38.150
UcvKB8DFzjQ_0033,ku koniko'ob k'áan,,spk_006,00:04:44.850,00:04:47.350
UcvKB8DFzjQ_0034,xteere yéetel xseelae' ku koniko'ob abal,,spk_006,00:04:50.850,00:04:56.150
UcvKB8DFzjQ_0035,jseeb yéetel jbaase' ku koniko'ob pichi',,spk_006,00:05:01.350,00:05:05.750
yDg8dLQpByg_0000,j kaline' ku yilik j saan te'e bejo',,spk_006,00:00:30.850,00:00:34.150
yDg8dLQpByg_0001,ka'aj máan j kalin tu jool u yotoch yuum j siile' tu yilaj saan,,spk_008,00:00:38.850,00:00:44.150
yDg8dLQpByg_0002,ka'aj tsikbalnajo'ob jun súutuk,,spk_008,00:00:46.850,00:00:49.550
yDg8dLQpByg_0003,bey túun tu yojéeltil j kalin ba'ax meyajil ku beetik le jsaano',,spk_008,00:00:51.850,00:00:56.150
yDg8dLQpByg_0004,bix a beel j saan,,spk_009,00:00:58.350,00:01:00.150
yDg8dLQpByg_0005,ma'alob kux teech,,spk_010,00:01:02.350,00:01:04.450
yDg8dLQpByg_0006,ma'alob xan ki'imak in wóol in wilikech,,spk_009,00:01:05.849,00:01:09.150
yDg8dLQpByg_0007,bey xan teen,,spk_010,00:01:10.850,00:01:12.550
yDg8dLQpByg_0008,tu'ux ka bin,,spk_009,00:01:14.350,00:01:15.850
yDg8dLQpByg_0009,táan in bin meyaj,,spk_010,00:01:17.850,00:01:19.650
yDg8dLQpByg_0010,ba'ax túun meyajil ka beetik beya',,spk_009,00:01:20.850,00:01:24.150
yDg8dLQpByg_0011,kin koonol,,spk_010,00:01:25.350,00:01:26.650
yDg8dLQpByg_0012,ba'ax túun ka konik,,spk_009,00:01:28.350,00:01:30.150
yDg8dLQpByg_0013,bak' kin konik te'e k'íiwiko',,spk_010,00:01:31.850,00:01:35.150
yDg8dLQpByg_0014,wáa beyo' ma' káan in bin in man tech jump'íit bak' ka'akate',,spk_009,00:01:36.850,00:01:41.650
yDg8dLQpByg_0015,ma'alob je'el k i likba te'elo,,spk_010,00:01:44.450,00:01:47.150
yDg8dLQpByg_0016,ma'alob túun ka'akate',,spk_009,00:01:47.850,00:01:50.150
Qzv2ZkLl9b0_0000,ma' káan in bini',,spk_006,00:00:25.550,00:00:27.650
Qzv2ZkLl9b0_0001,ma' káan a meyaji',,spk_001,00:00:32.850,00:00:35.150
Qzv2ZkLl9b0_0002,ma' káan a báaxali',,spk_001,00:00:39.850,00:00:42.150
Qzv2ZkLl9b0_0003,ma' káan k p'áatali',,spk_001,00:00:45.850,00:00:48.150
Qzv2ZkLl9b0_0004,ma' káan k janale'exi',,spk_001,00:00:52.850,00:00:56.150
Qzv2ZkLl9b0_0005,ma' káan a bine'exi,,spk_001,00:01:01.850,00:01:05.150
Qzv2ZkLl9b0_0006,ma' káan u meyajo'obi',,spk_006,00:01:10.850,00:01:13.150
Qzv2ZkLl9b0_0007,je'el in wilikech te'elo',,spk_006,00:01:18.850,00:01:21.150
Qzv2ZkLl9b0_0008,je'el a wiliken tolo',,spk_006,00:01:26.350,00:01:28.150
Qzv2ZkLl9b0_0009,je'el u yiliken jo'e',,spk_006,00:01:32.850,00:01:35.150
Qzv2ZkLl9b0_0010,je'el k ilikba ka'ate',,spk_006,00:01:39.350,00:01:42.150
Qzv2ZkLl9b0_0011,je'el k ilikbaex sáamale',,spk_001,00:01:46.650,00:01:49.150
Qzv2ZkLl9b0_0012,je'el a wilikabaex ka'abeje',,spk_001,00:01:53.850,00:01:57.150
Qzv2ZkLl9b0_0013,je'el u yilkubaob tuláak' k'iine',,spk_001,00:02:00.850,00:02:04.150
afmq0ViVd2I_0000,kin meyaj ta wotoch,,spk_001,00:00:24.350,00:00:26.150
afmq0ViVd2I_0001,ka míis tin wotoch,,spk_001,00:00:31.850,00:00:34.150
afmq0ViVd2I_0002,ku yóok'ot jsaan,,spk_001,00:00:40.350,00:00:43.150
afmq0ViVd2I_0003,xpiluche' ku p'o' tu yotoch,,spk_001,00:00:47.850,00:00:51.150
afmq0ViVd2I_0004,k óok'ot sáansamal,,spk_001,00:00:56.850,00:00:59.150
afmq0ViVd2I_0005,k ts'íibe'ex ich maaya,,spk_006,00:01:03.850,00:01:07.150
afmq0ViVd2I_0006,ka wóok'ote'ex tu yotoch jgabuch,,spk_006,00:01:11.850,00:01:15.150
afmq0ViVd2I_0007,ku yóok'oto'ob chéen wáa ba'ax k'íin,,spk_006,00:01:20.850,00:01:23.450
afmq0ViVd2I_0008,suuk in meyaj,,spk_006,00:01:29.550,00:01:31.150
afmq0ViVd2I_0009,suuk a míis,,spk_006,00:01:36.350,00:01:38.150
afmq0ViVd2I_0010,suuk u yóok'ot jsaan,,spk_001,00:01:42.850,00:01:46.150
afmq0ViVd2I_0011,xpiluche' suuk u p'o',,spk_001,00:01:50.850,00:01:54.150
afmq0ViVd2I_0012,suuk k óok'ot weye',,spk_001,00:01:58.850,00:02:02.150
afmq0ViVd2I_0013,suuk k ts'íibe'ex,,spk_001,00:02:07.150,00:02:09.150
afmq0ViVd2I_0014,suuk a wóok'ote'ex tia'al byeernes,,spk_001,00:02:13.850,00:02:17.650
afmq0ViVd2I_0015,uuk u yóok'oto'ob walkila',,spk_006,00:02:23.850,00:02:26.450
afmq0ViVd2I_0016,ja'ak' in wóol,,spk_006,00:02:33.450,00:02:35.150
afmq0ViVd2I_0017,ja'ak' a wóol,,spk_006,00:02:38.850,00:02:41.650
afmq0ViVd2I_0018,ja'ak u yóol jkalin,,spk_006,00:02:44.850,00:02:48.150
afmq0ViVd2I_0019,xteeree' ja'ak' u yóol,,spk_006,00:02:51.350,00:02:54.150
afmq0ViVd2I_0020,ja'ak' k óol,,spk_001,00:02:58.850,00:03:02.150
afmq0ViVd2I_0021,ja'ak' k óole'ex,,spk_001,00:03:05.850,00:03:09.150
afmq0ViVd2I_0022,ja'ak' a wóole'ex,,spk_001,00:03:13.850,00:03:16.150
afmq0ViVd2I_0023,ja'ak' u yóolo'ob,,spk_001,00:03:21.850,00:03:24.150
SVeCM5fA31Q_0000,ts'o'ok in taal in man tech chi'ikam,,spk_001,00:00:29.850,00:00:33.150
SVeCM5fA31Q_0001,ts'o'ok a taal a man tech ten chúuk,,spk_006,00:00:38.850,00:00:42.150
SVeCM5fA31Q_0002,ts'o'ok in taal in man chi'ikam tech,,spk_006,00:00:46.850,00:00:50.150
SVeCM5fA31Q_0003,ts'o'ok a taal a man chúuk ten,,spk_006,00:00:55.850,00:00:59.150
SVeCM5fA31Q_0004,ts'o'ok u taal u kon ten k'úum,,spk_006,00:01:03.850,00:01:07.150
SVeCM5fA31Q_0005,ts'o'ok u taal u kon k'úum ten,,spk_006,00:01:12.850,00:01:15.350
SVeCM5fA31Q_0006,ts'o'ok u taal u kon tech kaab,,spk_001,00:01:21.850,00:01:24.150
SVeCM5fA31Q_0007,ts'o'ok u taal u kon kaab tech,,spk_001,00:01:29.850,00:01:33.150
SVeCM5fA31Q_0008,ts'o'ok in taal in man p'aak ti',,spk_001,00:01:38.850,00:01:42.150
SVeCM5fA31Q_0009,ts'o'ok a taal a kon ts'íim ti',,spk_001,00:01:47.850,00:01:51.150
SVeCM5fA31Q_0010,¿ba'ax bak'el a k'áatij,,spk_001,00:01:56.850,00:01:59.150
SVeCM5fA31Q_0011,¿ba'ax bak'el u k'áatij,,spk_006,00:02:02.850,00:02:06.150
SVeCM5fA31Q_0012,¿ba'ax bak'el u k'áat a suku'un,,spk_006,00:02:09.850,00:02:13.150
SVeCM5fA31Q_0013,¿ba'ax bak'el a k'áate'ex,,spk_006,00:02:18.550,00:02:21.150
SVeCM5fA31Q_0014,¿ba'ax bak'el u k'áato'ob,,spk_006,00:02:26.850,00:02:29.150
SVeCM5fA31Q_0015,ts'áaj ten,,spk_006,00:02:33.850,00:02:36.150
SVeCM5fA31Q_0016,ts'áaj ti',,spk_001,00:02:39.850,00:02:42.150
SVeCM5fA31Q_0017,ts'áaj to'on,,spk_001,00:02:46.850,00:02:48.150
SVeCM5fA31Q_0018,ts'áaj ti'ob,,spk_001,00:02:51.850,00:02:53.150
SVeCM5fA31Q_0019,much ts'áaj ten jun p'íit ja',,spk_001,00:02:57.850,00:03:00.150
SVeCM5fA31Q_0020,much ts'áaj jun p'íit sa' ti',,spk_001,00:03:04.850,00:03:08.150
SVeCM5fA31Q_0021,much ts'áaj to'on jun p'íit chukwa',,spk_006,00:03:13.850,00:03:17.150
SVeCM5fA31Q_0022,much ts'áaj jun p'íit ta'ab ti'ob,,spk_006,00:03:23.850,00:03:27.150
SVeCM5fA31Q_0023,much síij ten jun p'íit ja',,spk_006,00:03:31.850,00:03:35.150
SVeCM5fA31Q_0024,much síij jun p'íit sa' ti',,spk_006,00:03:39.850,00:03:43.150
SVeCM5fA31Q_0025,much síij to'on jun p'íit chukwa',,spk_006,00:03:47.850,00:03:51.150
SVeCM5fA31Q_0026,much síij jun p'íit ta'ab ti'ob,,spk_001,00:03:58.350,00:04:02.150
dHr5twulYF0_0000,ka ts'áik ten,,spk_001,00:00:24.250,00:00:27.150
dHr5twulYF0_0001,ka ts'áik ti',,spk_001,00:00:30.850,00:00:34.150
dHr5twulYF0_0002,ka ts'áik to'on,,spk_001,00:00:37.850,00:00:40.150
dHr5twulYF0_0003,ka ts'áik ti'ob,,spk_001,00:00:43.850,00:00:46.150
dHr5twulYF0_0004,kin ts'áik tech meyaj,,spk_006,00:00:50.850,00:00:53.150
dHr5twulYF0_0005,kin ts'áik nook' ti',,spk_006,00:00:57.850,00:01:00.150
dHr5twulYF0_0006,kin ts'áik te'ex taak'in,,spk_006,00:01:04.849,00:01:07.150
dHr5twulYF0_0007,kin ts'áik jun p'éel k'áan ti'ob,,spk_006,00:01:11.850,00:01:15.150
dHr5twulYF0_0008,ku ts'áik ya'ab balo'ob ten,,spk_006,00:01:20.850,00:01:24.150
dHr5twulYF0_0009,ku ts'áik tech ts'aak,,spk_001,00:01:29.850,00:01:32.150
dHr5twulYF0_0010,ku ts'áik u yaabilaj to'on,,spk_001,00:01:36.850,00:01:40.150
dHr5twulYF0_0011,ku ts'áik u yaakunaj te'ex,,spk_001,00:01:44.850,00:01:48.150
dHr5twulYF0_0012,kex chéen jun p'éel kiilo,,spk_001,00:01:52.850,00:01:56.150
dHr5twulYF0_0013,kex chéen lelo',,spk_001,00:02:00.350,00:02:02.650
dHr5twulYF0_0014,kex chéen lela',,spk_006,00:02:06.850,00:02:09.150
dHr5twulYF0_0015,kex chéen bu'ul,,spk_006,00:02:14.350,00:02:16.150
dHr5twulYF0_0016,kex chéen buka'ajo',,spk_006,00:02:20.850,00:02:24.150
dHr5twulYF0_0017,kex chéen buka'aja',,spk_006,00:02:27.850,00:02:31.150
dHr5twulYF0_0018,tu ts'aj ten uts,,spk_006,00:02:35.850,00:02:38.150
dHr5twulYF0_0019,tu ts'aj uts ten,,spk_001,00:02:42.850,00:02:45.150
dHr5twulYF0_0020,tu ts'aj tech k'aas,,spk_001,00:02:50.850,00:02:53.150
dHr5twulYF0_0021,tu ts'aj k'aas tech,,spk_001,00:02:57.850,00:03:00.950
dHr5twulYF0_0022,tu ts'aj uts ti',,spk_001,00:03:05.350,00:03:07.150
dHr5twulYF0_0023,tu ts'aj uts ti' jkalin,,spk_001,00:03:11.850,00:03:15.150
dHr5twulYF0_0024,tu ts'aj uts ti' u yatan a suku'un,,spk_006,00:03:20.850,00:03:24.150
dHr5twulYF0_0025,tu ts'aj to'on uts,,spk_006,00:03:30.850,00:03:33.150
dHr5twulYF0_0026,tu ts'aj to'one'ex uts,,spk_006,00:03:37.850,00:03:40.150
dHr5twulYF0_0027,tu ts'aj k'aas to'on,,spk_006,00:03:44.850,00:03:48.150
dHr5twulYF0_0028,tu ts'aj k'aas to'one'ex,,spk_006,00:03:52.850,00:03:56.150
dHr5twulYF0_0029,tu ts'aj uts te'ex,,spk_001,00:04:00.850,00:04:03.150
dHr5twulYF0_0030,tu ts'aj te'ex k'aas,,spk_001,00:04:07.850,00:04:11.150
dHr5twulYF0_0031,tu ts'aj k'aas ti'ob,,spk_001,00:04:14.850,00:04:17.048
UIEXyC2mBfc_0000,ko'oj,,spk_001,00:00:23.850,00:00:25.150
UIEXyC2mBfc_0001,ma' ko'oji',,spk_001,00:00:28.850,00:00:31.150
UIEXyC2mBfc_0002,jach ko'oj,,spk_006,00:00:36.350,00:00:38.150
UIEXyC2mBfc_0003,ma' jach ko'oji',,spk_006,00:00:43.850,00:00:46.150
UIEXyC2mBfc_0004,jach ma' ko'oji',,spk_006,00:00:50.350,00:00:52.150
UIEXyC2mBfc_0005,wey kaaje',,spk_006,00:00:58.350,00:01:00.150
UIEXyC2mBfc_0006,wey tin wotoche',,spk_006,00:01:03.850,00:01:05.650
UIEXyC2mBfc_0007,wey ta wotoche',,spk_001,00:01:10.350,00:01:12.150
UIEXyC2mBfc_0008,wey tu yotoche',,spk_001,00:01:16.850,00:01:19.150
UIEXyC2mBfc_0009,wey tu yotoch a chiiche',,spk_001,00:01:23.850,00:01:26.150
