audio_file,segment_id,time_start,time_end,duration,transcription
04_Alfonso_Tamay,40,404.608,411.808,7.2,nagioglogwalace citsautsimi ngapo mbino ohita e
04_Alfonso_Tamay,41,411.808,421.888,10.08,kajate  pela toshi bege ateya a se waka se aela ta ja  gaa
04_Alfonso_Tamay,42,421.888,428.0,6.112,ucen pas laican wakasdaacawa ke allakawagazimaka
04_Alfonso_Tamay,43,428.0,442.624,14.624,ubi de cansino o lisa hak de cansino capiutalewaso tse cinta et bi tb  i gailu yaqaca de wakso tsaiya tu pata
04_Alfonso_Tamay,44,442.624,457.44,14.816,dommeniito machu ca tu leeqqe wacxo' dzu leejque wacxo ca tu ya'alaj bele' le suuma manatebe tume xta' ka'ani bey u kaabey aako xta' kaani tech woy ca paatile'
04_Alfonso_Tamay,45,457.44,466.656,9.216,atu lahukastes lsista kane cartera pomino giris qe asa sa qe tutabusaasta
04_Alfonso_Tamay,46,466.656,474.752,8.096,crutalo sazale kapyoko le wakson lopioko le wakson masese
04_Alfonso_Tamay,47,474.752,487.456,12.704,ano don benito in kaoolech cu yal wu t'aane oxob maax tuun teeche tenex ilday teech  ilda biin ta sutiloba beyo'
04_Alfonso_Tamay,48,487.456,498.016,10.56,chenus ti talin jooko basa telemaacobo tsaquiijach ilua jatece sutaba maaque maalo
04_Alfonso_Tamay,49,498.016,511.648,13.632,kawokaa t'esom ka ma ache berinsunaye newe este balantin tu ch'eka arrebe sekat waakontobesh c'upachakanul tumaasatzelosh nunqe ni iloaletze o be
04_Alfonso_Tamay,50,511.648,518.112,6.464,baanakaat quimentes c'upa ya baascamenti qui ya paalal ote kach cu kaboo tu luza dun uzemnoo
04_Alfonso_Tamay,51,518.112,529.216,11.104,tomenito e balac ochna katamente mente pero ma' a'alic ma' taj quijo'otie maacoobo u quiinsquene maaco'obo' ma' ta quinz mi
04_Alfonso_Tamay,52,529.216,541.344,12.128,k bisate kahoga ch'oykasa chumo kiiwik chaknul kaala bejele waywokso lenbes t'upal te k anos
04_Alfonso_Tamay,53,541.344,553.92,12.576,icavelek apuesqian toke tokbi tok bi tokbi e tukuntansasio boche ugatu tzabatina donbeni regentelebasqi uju
04_Alfonso_Tamay,54,553.92,561.184,7.264,k gutsaple se o tu table kap nata ka tje banda ke na a tokesha maka
04_Alfonso_Tamay,55,561.184,568.992,7.808,ela mshuma kutuka ukasiga ukastigui usiple ya nuli satini
04_Alfonso_Tamay,56,568.992,578.656,9.664,ch'uupa asiiple le te macob quen ndzawotecha juntar ta baax jelec aakimena
04_Alfonso_Tamay,57,578.656,589.632,10.976,kakapulu hatanaes ila dibuka make e chumano ekakapulutsaba teto orden ro ministru ye a basomema kemakob
04_Alfonso_Tamay,58,589.632,601.632,12.0,zocusen jaadzale ca maatea la siip u dzuli satech pero ma suutamente ca suuta mente u labacanawa zaabitech
04_Alfonso_Tamay,59,601.632,607.872,6.24,soriciaba du kata mo esibi je mako bo
04_Alfonso_Tamay,60,607.872,618.496,10.624,ga tsi gest mbasi qati pirma sheni wo liliminte te n qat bashata woytalees kab atum be yon
04_Alfonso_Tamay,61,618.496,631.264,12.768,ila ekumen kai aks beki talacan tik bala lo cake l cake li pa b aqate aca
04_Alfonso_Tamay,62,631.264,638.656,7.392,wijbiinqaayiti kalaa chan qeeqe kintaalawuyya gihaal ubc kaansaia
04_Alfonso_Tamay,63,638.656,651.616,12.96,chanquequen yantesta otocz juntul chanquequen kujante qisin beiku yuqija tumen champolo
04_Alfonso_Tamay,64,651.616,660.544,8.928,wa ukaca sinbalgo opor yocol kicar kalkusud kasik cembasa
04_Alfonso_Tamay,65,660.544,666.4,5.856,bey jumpechampa senqimmakuyol jumanno yalkam
04_Alfonso_Tamay,66,666.4,672.496,6.096,ye te r pi tenpug crang ke ken
05_Felipe_May,1,0.0,5.472,5.472,beglai tiene un beglai x de julio
05_Felipe_May,2,5.472,15.744,10.272,tu jawil d m ti' a nun tu chan caajil kilometro treinta y seis le je'ela' me u mektan caajile' e escarsega tu nojluumil campech
05_Felipe_May,3,15.744,30.368,14.624,yaan jantzicbaete tu no'och maac yo'ola  jelas ba'aloob u yooje' yaan u chanbey tuun ech an tzicba xan le suutuquil jela' bix tuun a kaaba' no'och mac felipe maic o yocepe anu yaan ten set y  aos
05_Felipe_May,4,30.368,42.464,12.096,atene ziene co ben registrar ta' bene ja'n polo pegado chankajobob tij registrar ta' beni'
05_Felipe_May,5,42.464,50.432,7.968,loego ca enza a bene' zelchaqan meni mama men quimin papa tane ma' ni ca ot in papai
05_Felipe_May,6,50.432,61.344,10.912,su chon mesesianten bin gaqui min papa ia gac en za' ben tzelslaqan tiz nojochieni che nalin abuelo pues
05_Felipe_May,7,61.344,75.872,14.528,a iaa aaastene fundadore nde egidoa
05_Felipe_May,8,75.872,90.08,14.208,jundandon de ca tu mentaju u gobierno or ti zawilajipe anobe ora  or tis awilael ti' tu prometaj u mentique' ch'e un yangelo
05_Felipe_May,9,90.08,97.504,7.424,leca taalo'on weya treintay seis cwya'ala'le' tu pachilob pebeju treintay seis
05_Felipe_May,10,97.504,110.016,12.512,cheen dzubmon taya ma' naach weye' pero como mina'an ja'e' tiempo yaax quin taan man caxan ja' mina'an ti aakal caxtic un p'it ja' mina'an ja'at
05_Felipe_May,11,110.016,121.472,11.456,cacaia nepenton caj ta ortiz abila tela gobierno jecatiae wa tumen ca jo'ole'exte
05_Felipe_May,12,121.472,128.352,6.88,kamen qex a e jidex te jal cartera qu menchajle ch'e'na wa ma te'lan ma' tus tumen ta ch'eentna
05_Felipe_May,13,128.352,141.856,13.504,ca angiu joko le yanob tolo ca jooko weye pero le weyab montanam montana yan nucuch ya beya nucuch yaab matayab
05_Felipe_May,14,141.856,147.488,5.632,turu yeete ba'at lu'saj puru yeeteb ba'at pucte' lakaj
05_Felipe_May,15,147.488,157.056,9.568,mlin piartaje le centro tha lumenta le scuela yano' ten put mai lu laldio yetel in animas in cuadoy
05_Felipe_May,16,157.056,166.944,9.888,waani na'an escuela to ya tu ya'alaje u meenta'ale ca taasaabe le ladriyo ti'ale escuelao ma' u tzi yoc le cam yuntacte' cabala'
05_Felipe_May,17,166.944,181.6,14.656,to cartera ti' entzaabi le cartera cu bin bejla' le cartera le tenin wil ma u menta ca ax tin taja escarcegay yax in taj escarcegay chen but'bi chen tzajca chen
05_Felipe_May,18,181.6,189.824,8.224,cartera ti' camion taa ti uchea s te tu ix cu bosa che' yaa beyob
05_Felipe_May,19,189.824,201.888,12.064,tic taali'aa waycootelelo cu tzicbatic ten animas in awaloile
05_Felipe_May,20,201.888,215.104,13.216,weyaya orae taan je'ele menin abeloe' campesino xan cuinbisquen kaax tene' tes te chixnene' ootbil in menti ca bisa'aquen kaax min in suertechaal in meyaj kaax
05_Felipe_May,21,215.104,225.888,10.784,beya taan ke'ele beya tin b'echan naj beya che'en dzukaax naach tu banda ka ezel chakano' tu banda bolonch'e'en kaasic kooko
05_Felipe_May,22,225.888,231.616,5.728,en cbo nachte ca nachta jat ca jopl tzicbatic ten beyo
05_Felipe_May,23,231.616,237.792,6.176,qmen te bel baachtu neqibiqaalal jwan cop lu uay cop belu way
05_Felipe_May,24,237.792,245.088,7.296,cu bola cu ciknal cu biin chumjka'ana abinetic u je'eleli'que'ic
05_Felipe_May,25,245.088,259.52,14.432,ialacan liiqiq bueenu le yaal u chumpal liikilocan ya'a cu bine dete'ec yaan ore mix munal yaane' ca wuyique taan toos jam u toos jay bine tu'ux cu bine wayicob
05_Felipe_May,26,259.52,273.312,13.792,yantal u toosai dzo'ole mina'a munyal cu biin jelo'oc u binoquiaiqe tenen puxbey u tzicbatic teno cu taasic biin mercancia
05_Felipe_May,27,273.312,279.264,5.952,cu taasic bin meercanciac u cha'a ootzi cha'al t'oxti ootzilo'obo
05_Felipe_May,28,279.264,287.808,8.544,catu'x cu ch'a'ic quean ti cootzi yaan bedz'ultelo queicobe mina'an mix junte quilaa
05_Felipe_May,29,287.808,300.704,12.896,beyu sen enzi mercanzia pero tnda mia malo ane bete ayu dagu tzaiko
05_Felipe_May,30,300.704,310.112,9.408,ma' ojenane tus cu ch'i'ic na ach cu ch'aic cole laero na ane te ma tumendic cas
05_Felipe_May,31,310.112,316.064,5.952,ntojan ya jontoju anjie quaquelerosicu semana oqueq
05_Felipe_May,32,316.064,329.248,13.184,quin waite baanten que ala ti semana tumen cu bisa'alo' meyaj tuun cu bisa'alob meya tin p'eej cuerta pero ma in woole' wa estado campech wa ma in waje tuixi
05_Felipe_May,33,329.248,343.488,14.24,cada semana nu bisa cuatro personas misyaiqten le can nu b que semana que quee tzulu minaan le chan biadoro le beijob bino'obu mina'an bino'obi
05_Felipe_May,34,343.488,352.512,9.024,pero bixcun bino'on tuncun bino'on zi otzilo'on ni na'an ntiaalo bino' ma naach to ixcun ch'oo lo'o
05_Felipe_May,35,352.512,363.424,10.912,sinoque cu bisiqilolo lete tuneque alal way pupi w wai pup waimis ya'alati laili ch'iiche
05_Felipe_May,36,363.424,370.528,7.104,entac u bisic tun bin u cone semanabo' mix u kaba le u le wayu wa jay waypoop
05_Felipe_May,37,370.528,376.768,6.24,c conic bine genteo lete' cu menta'al u jaawonilob uuch qui'ala'lo'
05_Felipe_May,38,376.768,387.968,11.2,eae ca aj tocalnaj ti' jun p'ee campesino beyom ca aala te' yanab bine'exej semanab cada semanay kaabeet persona ti' cu
05_Felipe_May,39,387.968,399.744,11.776,ipia bi r i aq tu nac sab di s k bizal au le makt n
05_Felipe_May,40,399.744,414.592,14.848,ca tocalna ti' bey u bino' yeetel compadre e ti aje compadre dzooc u tocartone semana yaan c bin bin pero compadre busqui'ala le cu bisa'le le semanabo ma' suuto'o ma' kojle tu'ux cu dzooloo cu
05_Felipe_May,41,414.592,423.072,8.48,quinza'lo wa macojli pues mi modo compare ordene orden como bo p'e esclavo anilo'b
05_Felipe_May,42,423.072,431.104,8.032,chen puele chen pue'lo esclavoba esclavitud porque majan esclavitud que ic animas in abeloy
05_Felipe_May,43,431.104,439.68,8.576,naan baxcan je'ele ex in je'ele bejlaa un p'it ora numa chen a janle ta ca' bij meya
05_Felipe_May,44,439.68,450.336,10.656,mandar vilamenta men dzulo'ob ec dzulo'obo entonces detin u bisa'alo'ob
05_Felipe_May,45,450.336,462.208,11.872,ka bi saa be conpadreo etelu conpadreu beyo ga okenocheba swaabo telo tsentabo bisigu tsentalo
05_Felipe_May,46,462.208,475.04,12.832,a a'alal tu be sa'amal la cincoe listo te' ca j meye'ex tela' ca op u t'ojoco'ob tu'ux cu dzabulob te' najob
05_Felipe_May,47,475.04,486.016,10.976,tzoqui tu ya' bi talo ya bi ta le quequi bine de tz'ulo ne te le xnan tu xcu mei o pues taa le mguentea
05_Felipe_May,48,486.016,493.92,7.904,a u t'uubul u weenlo'o can tuuc u weenlo'obe' taaneli'ic bisco'obe'
05_Felipe_May,49,493.92,503.04,9.12,le compadre qyu'ubic binaque c bin tun bisbi pues e la jaje c co'ono le lec semana ba tu'x dzo'oc tux cu dzooco
05_Felipe_May,50,503.04,509.376,6.336,zoqui ne ma co maa bintqueq bindib compare ma'a huenli ma'a huenles
05_Felipe_May,51,509.376,519.84,10.464,ma huenle pero como tacu huenlo huale huato pulu huene tio beyo uchquialaale cupulu techhuenle ca huene tubla huene yazque
05_Felipe_May,52,519.84,532.448,12.608,qka hueno' bi e ca'atu lo le gula'a caatu la tu le juntu le compadrio de t ter con maatu huene maatu hwene atua cata le tz'uru tu ge jona
05_Felipe_May,53,532.448,540.32,7.872,slajed uenlu at huenlu tsotubl huenlu tzoquitzb a'abillan laun a'abid
05_Felipe_May,54,540.32,549.696,9.376,pues jo'ozobe ex u nanaac joosqi ca'a tun maco jach to caanaxanel te compadre u bisaabobo
05_Felipe_May,55,549.696,560.704,11.008,jo'tza be gadel de gade ps u sut cu bach'iich'i wa yi pop sut bagade maalala capcon da be macob tu xiik
05_Felipe_May,56,560.704,572.864,12.16,ja coocha'ataj lu'umem bin tu menta bini de maaque le compadre des te ca j na'aque ch'iich canlo ca tu p'ilaj yich yile tu'ux cu bin
05_Felipe_May,57,572.864,583.84,10.976,t bine ch'iicho u bin chun jach jaan chum u kaana a beyam in p'e mata che'i ti' cu je'elo'obi'
05_Felipe_May,58,583.84,591.392,7.552,gelli de  gan heli gad de tsqaana gu lad depuez de ganna
05_Felipe_May,59,591.392,602.56,11.168,naache queeqe maac u que'ec mino naach tu x bisaabo'obo' peya in yoob ja' ju binle ch'iicho chul tu cruzar te jaw
05_Felipe_May,60,602.56,608.608,6.048,araj cul te tu' ix cu ya nu c'uchilo' ra t'a annay
05_Felipe_May,61,608.608,615.616,7.008,pataaaa te haitu tataza i katu awen nansobe
05_Felipe_May,62,615.616,626.176,10.56,manza wode cuarto tu soclesetaquino pur plata coraiyiquia qui mac bino ocs nigaii bain maco
05_Felipe_May,63,626.176,633.696,7.52,silensiomi nan tustin bin de untui lez de bizobo malo alna
05_Felipe_May,64,633.696,645.984,12.288,bin tu caaten us ca ti aj bine mac le compadrexeno que'ec bine ma wa  j quilic bin ulakoob be le semana bisa'ano'obo mina'an u kabo'ob mina'an yooco'o
05_Felipe_May,65,645.984,657.44,11.456,laj xota'ano a ajcu tzeenta'aloob pero ma' a dzooc laxoo to yooco'o jangaj bino'ob le de compadre que ec mine compadre bix ton qe meen ti
05_Felipe_May,66,657.44,668.288,10.848,yavan to cpata ueye biston compadre tonquin bin sevela tzo ca'anlele ueyi quinquiin bei cuintzoco esh tzo'o le lo'ba pero ma' to ntzoco beyo compadre
05_Felipe_May,67,668.288,677.76,9.472,co xve o ratan cavin pero compadre pixqui mbin bixqui mbin compare e o ra tan cuvi na
05_Felipe_May,68,677.76,692.512,14.752,si ley lisantene ley lichan jein pajtasane cawend wao cha'te techo maco jepaje techo cosco padre osa base joste juntunle mocho
05_Felipe_May,69,692.512,704.864,12.352,anpusquaye jo'osol yo'le techo yanane cuchaj xan jaan chicnal najxane magos le te leyli' xan yaan poder ti'e'
05_Felipe_May,70,704.864,717.792,12.928,an poder ti' chen lete' ma chich ye'esic caar jan taalo'obi tan taal ti tux je'elel dzubul bine' ti je'elo'ob xanil
05_Felipe_May,71,717.792,728.16,10.368,it ora jeelcobe a jcuuloote' tu joonati dzuule le dzuule dzooc u kuchun taan tu kuchxune
05_Felipe_May,72,728.16,742.72,14.56,adaini tu tam min wub ya kuchu qi'ala bacan te dzulo jamin wub ya k'uchu bix awaic tzam din u ya gulu de joonal ma pero despues e ma pa'at ca t'anema  mi chenin pixan
05_Felipe_May,73,742.72,751.04,8.32,ti' ulaak bacan kucho' ganarta'bi maas chich binic yi kuchulaak
05_Felipe_May,74,751.04,762.976,11.936,nta ca oco' te' tu shano' legasazi la cinc de la mananai ch'a ju nu'clu maijo anacu meijo maijo
05_Felipe_May,75,762.976,774.624,11.648,misqootac te jonacu tzayaen bazuraso'obo ca aaje tzuleque wenopes cunen tu sen meyje maaco'oba pes jaytu kuj meyaje
05_Felipe_May,76,774.624,782.4,7.776,ce ajmene ba'x quiu'uchi umaaxc u meya'n tuz to'on dzul ja aqeyo ca silajizilelel te' tin bisooba
05_Felipe_May,77,782.4,793.984,11.584,ba'ax cyuuchu puz tu'ux ba'anit ba'ax cyuuchu taalo'ob meya oocbinte tu nailwa tu kaljubai a tiaj te'x unaanoquet wine le maacob tin biso'ob e suunajoobi
05_Felipe_May,78,793.984,804.8,10.816,bix u sjuto suunajobi pero bix tu'ux ta dzajob pisitenetin biso'tolo suunajobi lela yaan u ya'ycob yaan u ya'ycob baax uchi
05_Felipe_May,79,804.8,810.784,5.984,bejal wa tu kalajobab tex innammuadode lenaan luste cway cuxuule'
05_Felipe_May,80,810.784,821.504,10.72,ca tu quiinsubao ye'a le maaco le semanabe wa tu dzajo'ob in parte deque le semanab cu xa'atlo'obo quiinsbil u meenta'alo'o
05_Felipe_May,81,821.504,827.507,6.003,bey xu'uli c semanaquey kani masin aweloilo'
06_Gricelda_Pech,1,0.0,6.624,6.624,yaan jun p'ee maac bine' u kaaba' bine' kanca bi oc
06_Gricelda_Pech,2,6.624,21.472,14.848,lela' ma yaquen in wa'alic teech tumen toone' ma yaac t'anic casi espaole mac ojli' wes tu tiempoi paalalo'one' lela' uuchicane ma' taan ticanque' le maac bino' um p'ee maaque jach ootzi
06_Gricelda_Pech,3,21.472,31.936,10.464,ootzi biin mina mina' nu chan taana ma'lo cheen jun p'echan naj bin dech an xa'an cajacba tu chan tana beyaacheen dech an coloxche
06_Gricelda_Pech,4,31.936,40.8,8.864,yaan u yatan yaan jun tuul u chan i jobin yaan biin u chan jun tuul u chan keeqen u chan ala' peek u chaanlaj miis
06_Gricelda_Pech,5,40.8,50.048,9.248,je'eloo queecbinti eyatanoco'lel achtaj ootzilo'on bix quen cuxtaj bix quen i tzen quichan iijo tob yachichan
06_Gricelda_Pech,6,50.048,58.112,8.064,ni ca nichuqa cayo' ca cone jelo ca tuun bin bini ca bin kuchte' ja le ja' bino'
06_Gricelda_Pech,7,58.112,68.064,9.952,ca bi queecbine dios qui bin taten tia'ali chucquecayo tya'ali in cuxtaya tel in watanya tel in chan ijo
06_Gricelda_Pech,8,68.064,76.992,8.928,jelo' ca bin culji bin bey tu bo'yeche'a' cheen bin ca bin ti'l u jooc kobi jun p'eex ch'uup pa bin chum muqueja'ob
06_Gricelda_Pech,9,76.992,91.776,14.784,pero jach taj a dzutz binej ch'uupalo' ca bin t'a'ani ca bin aalab te kan ca bi ooc ba'ax teen tristes ba'ax ca tuclic ca bin tiaje pues teene ti tuclic mina ba'ali jante
06_Gricelda_Pech,10,91.776,106.176,14.4,taleni chuquecayo pero mina'an que ala binte ma' tuclic que ala bin ti' wa ca a aprometer ti' teen ca ca ca wa'aten deeque je'el a dzictene le ba'ax yan ich a taanao
06_Gricelda_Pech,11,106.176,117.504,11.328,qidzic tech cay ti'alach uc sansama ti'alac oone' y yana ayik alta yanamen ca taana ma'alob ca tiaj biin beya ai sunaan quibi
06_Gricelda_Pech,12,117.504,130.24,12.736,pero ba'ax tuune ca kaatic teno' yaan ten jun p'eech xan keeken yaan ten jun p'eech xan miis ma' leti' yaan ten jun p'eech xan peek ma' leti' xani'
06_Gricelda_Pech,13,130.24,141.152,10.912,yaan te  p'echan nene' leti'elo' quibine e le ch'uubalo' wa ca taaste nechan nene'o ca ayikaltaj ti'a tu laca a cuxtal
06_Gricelda_Pech,14,141.152,146.592,5.44,ca bin k'uchi tu taanae' ca bin ti' aj ti' yatan ca bin ti aj e coolelo'oban maas
06_Gricelda_Pech,15,146.592,156.256,9.664,yok liwu zilile yan niper tet ki nenek bise kak yana kebak kangte katu majok vine jang sik palo katu bisok tik
06_Gricelda_Pech,16,156.256,161.92,5.664,le tun bine ch'uupalo' u cirena bineja'ob u noj  yuumilejaob
06_Gricelda_Pech,17,161.92,169.024,7.104,ca bin tu kubo' ti' eelo le twinechan xi'balo' ca ma'ach bine ca bin bisa' tu taamileja'o
06_Gricelda_Pech,18,169.024,177.76,8.736,cengka ti lahbi nu pabai tu yang talu taking tu yang tu alkansar tu tana tu laka aik al cahi
06_Gricelda_Pech,19,177.76,186.528,8.768,jeelo' yiesi ocho anis biyan dechan xipalo' ca bin ti a jec ch'uupa bino xen macaj oot a papa yetel a mama
06_Gricelda_Pech,20,186.528,196.992,10.464,oxquibisech ca tu jo'osaj bin jaalejauca bin binic le quen a wile naja dzutde asul bona'anile' u taana papa yeetel a maama
06_Gricelda_Pech,21,196.992,208.512,11.52,ca bin bini pero ba'ax quinwa'ic teeche mic xicach a jaantamixba'ali' mic xicach xan a ch'a'amixba'a teche chen bey caj bino bey xan caso ma' lo' quibi
06_Gricelda_Pech,22,208.512,217.952,9.44,caj bini ca bin k'uche ca tu yijenaob caj dziicnaji ca ooqui ca bin tiaje ma' xich tuun beya dzuul qui bin u maamaj
06_Gricelda_Pech,23,217.952,224.032,6.08,cabintya je westenej tuchta ben i wa'te'ex y mam maich bin y papaich bin
06_Gricelda_Pech,24,224.032,234.112,10.08,taalenixinbete'ex ca bin liikeno'och maaco ca bin tu yoo tu meeke ca bin yae ma' mamach quene'ex cumen tene' ala tene ma' maach quene'ex
06_Gricelda_Pech,25,234.112,246.912,12.8,ca bin ti'aj bine co'lelo ba'acten tumen bete ajtenix unani ajan quibi ca bin chilaj bine xibalo ca bin jan weni quec bine le umama bine otzili ijoa
06_Gricelda_Pech,26,246.912,260.256,13.344,quen xi'que e joch'e'en tu'ux yan ma' biin u kaj oolex chuupa maax tzeen cochen quyuuc u booz tumen ich e jocheen bin caja'ano' ye'elo ca biin tu mache posforo yetel equibo ca biin tu jupaj tu bolsa beya
06_Gricelda_Pech,27,260.256,270.944,10.688,jelo le xibbalo ca tyaj tu bin caque' mamatani bi ma' lo ijo cen ca bin ca' bine ca bin oc tuxo jo'sabo ca bin ca' tachcabe ca bisa be
06_Gricelda_Pech,28,270.944,284.672,13.728,eloca bin kochaca binob u tuclic queec bine ma' wa qui ch'a'aca'che ba'ax cu dzictenin maamade' cu ta'ba beya' ya'ali wiilic pix anic jen weye balibqueec ch'uupac ui kaj oota'aque'
06_Gricelda_Pech,29,284.672,291.296,6.624,kabintu behe ta beja katyu he caane bastu bol s katu hose kabin tu tabekki boh
06_Gricelda_Pech,30,291.296,299.104,7.808,ca bin tu tabe ca bin bin u tiich cate ch'upac u wenlo le bine pero tu wenachtaj a dzut bin
06_Gricelda_Pech,31,299.104,313.312,14.208,ca biin tu tiichkate tu cha'antic biin beya ma ca bin yiib bequibo'o ca bin chaaj tiime ch'uupalo' ca biin tu mento kaa bin beya le cheexe otzi xiipabeno' jalja bin picchenta'abi
06_Gricelda_Pech,32,313.312,324.544,11.232,tumen tu dez o beetesetel le ch'uupalo' ca bin jookue ma' bin yojemeyi' mix ba tu tu cuxtaj mix ba' yojel ma' u kaj ool le luugaro' ca bin op yokoj
06_Gricelda_Pech,33,324.544,332.384,7.84,qen bin tyokobin ca bin c bin bin ti' jun p'eec caaj ca bin kuchte' caajo' ca bin u kaatic meyaj
06_Gricelda_Pech,34,332.384,342.4,10.016,ca bintiaj bine le reyo yanten meyaj joya' lol joya' rosa cotena joya de ca bin oqui
06_Gricelda_Pech,35,342.4,355.008,12.608,cu lucbaj bin tu jooya'tic bine loolobo centris teyiich tu tuucul ca bin aalab ti' mene ch'uupalob ba'ax teen ca tuucul ma' wa jadz utza wiqueni' quibi
06_Gricelda_Pech,36,355.008,364.288,9.28,kabintiaje ma' ma' iguaali' ma' tu quetquel lool tu x luqen jach ta a dzutzo' le rosa tu x luqueno mina'anula' beyo' quibi
06_Gricelda_Pech,37,364.288,378.848,14.56,ma' wa tuun beye' xena' quibine ch'uupalo' ma' ma' beyechoo quibin ti' jeelob u laj oox tu bine ch'uupalo tiox tula bintaaye' suba per ma' utzitichi' ca tuun binti' aj jereyobe ma' tu ch'iique'ex u nacaon quince
06_Gricelda_Pech,38,378.848,387.04,8.192,cones qinzek bancu castiquale tu despreciar qui pala tener rei en peses princesas tu despreciar que
06_Gricelda_Pech,39,387.04,397.248,10.208,wescone'x quiinsic leca bin tu tzajob bin u day ti a lu qinscob u oray las docti a lu qinscobe tocob bine otzi xi'paloon u caj qinsby
06_Gricelda_Pech,40,397.248,408.352,11.104,eelo ca bino'ob u yokoj tay tac yor a tamil tac jun p'ee ora u bini quinsaa ca bin tij u taa p'ee chan paloma beya ca ooctej been tana bino'
06_Gricelda_Pech,41,408.352,417.12,8.768,ca tu ti tuba bine chanpaaloma le te ch'upalo le biin u wa'alaj bi ca bin ti aje presentar ten ti reyo quibi
06_Gricelda_Pech,42,417.12,428.224,11.104,ca bin presentar tabinej le princesal catu sal barteshi balo maj qin sabej caj dzok sabu beelo'o kaj dzabu palas le rey to o
06_Gricelda_Pech,43,428.224,434.599,6.375,bey bin cuxlaco'obo bey ti naaque tij dzooc ecuento
07_Eligio_Uicab_Tomojchi,1,0.0,7.712,7.712,le tojoj ti'o' ta quiquen u yaute cajaxo yete aakabo'
07_Eligio_Uicab_Tomojchi,2,7.712,17.216,9.504,ie toblo  totojqo totojque yeti'obe quile nu cuch macoen ya'alobe lela este yaancoja anicu taj q yayico
07_Eligio_Uicab_Tomojchi,3,17.216,28.416,11.2,cu taaj koja'ani cheen iquil u tuclicoo koja'anile jaj cu taaj le koja'ani xano' cu taaj le koja'anilo' tumen leti'o aic en cam yoquetaque le tziimno'obo'
07_Eligio_Uicab_Tomojchi,4,28.416,36.16,7.744,yaan ora tec tu wo joc siitoob kaxa'anilo'ob yaan ba'ax biinquico'ob queaco'op tu tomoj cheetzin na'aque
07_Eligio_Uicab_Tomojchi,5,36.16,43.232,7.072,peekoo cusen oko chi'ibalo'ob qaico'obelala teen cu tomaw chi'itcano werica a quiimic yaicoob
07_Eligio_Uicab_Tomojchi,6,43.232,55.2,11.968,neqiquinla quiaique ayaquena vi aau que peco esque quiaique uyumi bincujquimi pero o tzi peco ma tuna'ta neo ma uii
07_Eligio_Uicab_Tomojchi,7,55.2,63.008,7.808,bey wi'jilo choco ootzili' pero wa ca siiba'al u jante ma' choco este ma' choco ma' chocobeyob
07_Eligio_Uicab_Tomojchi,8,63.008,72.64,9.632,le yo'okoc u beetco'ob taan u ya'alique teque yaan ba'ax cu taal u kiin tiaico'ol ti' lo'oba pero le c nuuquilo'ob ma' tu na'atco'ob
07_Eligio_Uicab_Tomojchi,9,72.64,82.112,9.472,ma' tu na'atcobe yaaxcacobe tomoxchi' pero le tomojchio mix u p'e jaaji' ma' jaaji' tumen che'en leti'ob
07_Eligio_Uicab_Tomojchi,10,82.112,92.096,9.984,le ba'ax u caanma ti' u nuuquilo'obe' le c ya'ico'o xan ay beese le queen jo'oquexte' j cajyelo'b yan ju p'eec u taalatelo yume wa i ch'i iich
07_Eligio_Uicab_Tomojchi,11,92.096,105.184,13.088,wa y ch'iiche tu taal u t'aante yo'obeo' queequelela yaan ma'ax cu j quiimiqui'o' tumen le ch'iicho taanmin u tomoj chi'ya'ico'o' tu taal leti'e le tuuncur uchun u kaaba'
07_Eligio_Uicab_Tomojchi,12,105.184,117.024,11.84,tuncuruue a  u cunucta te u qui ula to nacho nucta ti quiaictune le maco walej lej tun curuchia
07_Eligio_Uicab_Tomojchi,13,117.024,131.584,14.56,tu ya'aliquete que naca'an quiimi ees que tu mente ube ma' tu luku ma' tu ee ba'alaque tomochi je baaxa que queex ma' kaasiqueeque ta kaasqui'ob pero cheen ca u ya'alo'ob ma' kaasi'
07_Eligio_Uicab_Tomojchi,14,131.584,139.84,8.256,es qu ue u yaabil mao ma' tu dziiboltic mix ba kaas ti' to'one' ba'axe u yaantco'one' laaj kiin laaj kin laaj kin
07_Eligio_Uicab_Tomojchi,15,139.84,151.808,11.968,pero leti' maaco'obe' como paakati'obe ma' tu lukutu tuuculo'obe  le tomojchi'o mantadz tu ya'aco tom ya'aco'obe yaan orel mina'an cu beeytali'
07_Eligio_Uicab_Tomojchi,16,151.808,163.584,11.776,tomauclasissnyayaorae wyana kkdalgn hopukobe
07_Eligio_Uicab_Tomojchi,17,163.584,172.608,9.024,qe jonputu biino'o queecobelela ja'asaj ooqui'o ja'asajoo bix tuun u ja'asajoonci le kaasi ba'alo yaabo'o'
07_Eligio_Uicab_Tomojchi,18,172.608,179.712,7.104,le demonio jabo u mionesi le tie tumane u kaste maskenu utentarte
07_Eligio_Uicab_Tomojchi,19,179.712,188.352,8.64,in caamyoon le ba'ax leti'ob u qyuuco'obe movimiento beyob siitac leti' le diiya'anico'ona le nucuch maaco'obo
07_Eligio_Uicab_Tomojchi,20,188.352,195.168,6.816,taj queen yuubo u peecsa luuch te ju piilau quiacoobe le pixano'obo' tu ma'anoob caxan jabi
